,Status
84412,1
53459,0
105663,0
4262,0
43700,0
16601,0
140172,0
17455,0
1480,0
112068,1
110238,0
88258,1
129818,0
10208,1
51736,0
50086,0
81684,0
47656,0
17686,0
50080,0
108536,1
106811,1
11132,0
19237,1
7684,0
11521,0
22799,0
74673,0
79745,1
144832,0
117947,1
65350,0
15404,0
115588,0
21368,0
72141,0
15752,0
11379,0
141421,0
22845,0
141797,0
14934,0
109125,0
28470,1
144938,1
11428,0
20469,0
9593,0
140421,1
71007,0
43366,0
144373,0
71837,0
118061,0
92239,0
60906,0
86988,0
107058,1
124045,0
26487,0
98559,0
117282,1
83371,0
49713,0
117923,0
105037,0
101863,0
111763,0
122399,0
96000,0
93873,0
26343,0
7836,0
103016,0
88718,0
86200,1
57170,0
30160,0
114564,1
92249,1
35973,0
54107,0
89926,0
100589,0
29315,0
44144,0
47225,1
7083,0
106247,0
100957,0
15085,0
61299,0
30491,0
72132,0
146000,0
63738,0
42113,0
59803,1
2043,0
109498,1
131935,0
116354,0
3670,0
85183,0
74404,1
120741,0
58000,1
81802,1
131136,0
18742,0
57463,0
142298,0
45578,0
90448,1
35987,0
132760,1
132834,0
60044,0
81232,0
71079,0
105710,0
36203,1
85860,1
145422,0
111386,1
69948,1
61648,1
33855,1
3731,0
92066,0
12735,1
86279,0
80558,0
136168,0
10797,0
16964,0
12649,1
145829,0
77549,0
79518,0
130670,0
133529,0
107835,1
113137,0
117754,0
78483,1
16990,1
88649,0
134807,0
18393,0
2151,0
67761,0
53797,0
47852,0
137754,0
49443,0
76188,0
103385,1
87277,0
63402,1
76985,0
525,0
131691,1
1122,1
58253,1
112206,0
57317,0
121137,0
103870,0
9210,0
97131,0
52824,0
56604,0
16270,0
145112,0
94186,0
53140,1
139147,0
71500,1
80974,0
95445,1
83538,0
69890,0
127204,1
73729,0
104235,0
62841,0
89686,0
113972,1
134076,0
148480,0
15211,0
112140,0
39495,0
115116,0
39673,0
17672,0
140270,0
145167,0
48674,1
20891,0
98739,0
134847,0
35526,0
102932,0
5010,1
53733,0
74786,0
101482,0
48113,0
120618,0
125983,0
12324,1
113347,0
19046,0
101713,1
122815,0
100575,1
18035,0
133676,0
90083,0
59536,0
47324,0
99101,0
82846,0
98234,0
139591,0
100459,0
110781,0
139664,0
107414,1
22712,1
4675,1
117889,0
22329,0
20897,0
75186,0
57476,1
75347,0
129939,0
8859,1
24445,0
23646,0
84293,0
11739,0
429,0
49202,0
76078,0
81246,1
53024,0
119868,0
33904,0
12292,0
139750,0
8976,0
40617,1
119632,0
92990,0
103543,1
13878,0
74400,0
112974,0
85061,0
78829,0
91156,0
126670,0
44404,0
90857,0
135786,0
76388,0
83310,0
64764,0
32340,1
113427,1
86358,0
31609,0
114817,1
73878,0
2513,0
134040,0
108478,0
99396,0
77150,0
108365,1
46116,1
87166,0
114762,0
101926,0
46360,0
6751,0
22280,0
59646,0
46845,0
96872,0
139479,0
23921,0
115204,0
63232,0
81305,0
67278,1
73979,0
100026,0
139388,0
110683,0
32931,0
96214,1
33825,0
34799,1
145966,0
97621,1
122217,0
51056,0
39330,0
35834,0
3539,0
9306,0
137421,0
9889,0
84914,1
133565,0
137008,0
131783,0
37900,0
120403,1
103487,0
22724,0
58710,0
37437,1
126516,0
95924,1
116731,0
121731,0
125978,0
75441,1
145141,0
127176,0
10118,0
143848,0
57512,0
137346,0
120631,1
62130,0
94635,0
53875,0
29791,1
26163,0
34012,0
126728,0
123073,0
41469,0
119798,0
37492,0
79228,0
83168,0
123198,0
36335,0
8558,1
125024,0
144712,0
35523,0
114020,0
117038,0
67085,1
117605,1
103269,1
111260,0
141307,0
78056,0
58231,1
47394,0
93978,0
45948,1
32148,0
17478,0
93801,1
137108,0
95090,0
68785,1
34327,1
92404,1
125681,1
63224,0
33999,1
38557,1
49857,0
74694,1
11955,0
132510,1
2888,0
10807,1
67549,0
25306,1
8382,0
67921,0
7532,0
29891,0
139209,1
72741,0
55637,0
55639,0
45783,0
143923,1
76357,1
66356,0
87635,0
92819,0
132520,0
118751,0
143406,0
125327,0
126340,0
61640,0
83938,0
41887,0
26348,0
56502,0
45261,1
9541,0
64360,0
17067,1
125060,1
14039,0
71194,0
70148,0
11422,0
91208,0
136190,0
45774,0
143654,0
41313,1
97077,0
22653,1
7769,0
132818,0
48183,1
91903,1
83263,1
128382,0
95387,0
138682,0
89311,1
118571,0
43221,0
55073,0
25940,0
40566,0
87480,0
11882,1
130952,0
137414,0
61988,0
107181,0
68500,0
459,1
77615,0
50131,0
123465,0
146089,1
138135,0
64462,1
81571,0
40136,1
1566,0
8392,0
20752,0
44913,0
95524,0
89382,0
56909,0
16676,1
6088,0
17381,1
76207,0
9029,0
124220,0
112250,1
97466,0
9439,0
23126,0
140745,0
71424,0
82319,0
28265,0
92770,0
56395,0
2531,1
136307,0
87785,1
51731,0
136689,1
139350,0
93752,0
32616,0
143622,1
127580,0
88560,0
69189,1
114656,0
140767,0
20843,1
134342,0
108225,0
7957,0
136416,0
146228,0
19079,0
80126,0
89223,0
59125,1
41800,1
7466,0
134413,0
17286,1
44122,0
68663,0
99831,0
71981,0
138388,0
70536,0
99032,1
42996,0
78033,0
75431,0
101577,0
32431,0
109992,1
65184,0
121514,0
145059,0
50288,0
135288,1
108305,0
96386,1
5547,1
111160,0
35471,1
123400,1
47999,0
30000,0
27761,1
4750,1
74131,0
55566,0
108396,0
133053,0
65551,1
77318,0
69712,0
117441,0
65888,0
16292,0
134002,1
93226,0
82111,0
98357,0
67072,0
105221,1
88813,0
97353,1
136906,0
45980,1
26552,0
77191,1
82521,0
20066,0
98628,1
37363,1
8055,0
120582,0
43676,0
121377,1
43638,0
135640,0
44151,0
14641,0
111488,0
29647,0
108791,0
79656,0
55679,0
67445,0
25404,0
38042,1
66817,1
56431,1
105599,0
143764,1
132867,0
117214,0
93718,0
132671,0
10089,0
11883,1
144320,0
7930,1
121005,0
104207,1
36136,0
59129,0
142442,0
55545,0
23494,0
24952,0
114308,0
115642,1
32711,0
132995,0
58332,0
127688,1
6671,0
18666,0
27448,0
137353,0
83467,0
84323,0
53510,0
12809,0
123136,0
59831,1
6561,1
17050,0
18201,0
145808,1
40297,0
97117,0
40740,0
2326,0
66235,0
41565,1
130709,0
10498,0
121406,1
489,0
83769,0
74034,1
82842,0
79133,1
90632,0
64840,1
47478,0
84172,0
124670,0
82290,0
24602,1
124406,0
129118,0
91112,0
91777,0
77292,0
26408,0
100034,1
136489,0
99516,0
144730,0
141037,0
144015,0
29859,0
135446,0
21251,0
73562,1
8501,0
45050,1
115125,0
114763,0
46485,0
3165,0
110962,0
38947,0
99203,0
83561,0
92285,1
98991,0
49059,0
124622,0
118198,0
2949,0
76643,0
62690,0
75660,1
30111,1
119852,0
43201,1
97772,0
26707,0
15738,1
145456,0
143948,0
124600,0
47600,0
137000,1
82839,0
58256,0
52250,1
92847,0
128112,0
31990,1
137826,1
67762,0
67264,1
91333,0
101602,0
124443,1
121199,0
10053,0
129467,0
117279,0
89029,0
97073,1
72511,0
143526,0
104126,0
43302,0
139500,1
65348,0
78755,1
126615,0
132402,0
35402,0
67438,0
63694,1
116429,0
46719,0
106414,0
77433,0
45790,0
15574,0
108642,0
46594,0
121385,0
145369,1
44210,0
75041,0
118230,1
124191,0
72671,1
49508,0
28254,0
41964,0
94798,1
28614,0
38153,1
55319,0
73168,0
101005,0
103012,0
87330,0
46989,1
106819,0
116274,0
118376,0
142364,1
23959,0
57923,0
70435,0
17368,0
31158,0
26200,1
315,0
37258,1
65792,1
27718,0
85467,0
34032,0
39274,0
44262,1
57017,1
42752,0
129239,0
42957,1
56746,0
32390,0
100613,0
113326,1
42572,0
59941,1
98424,0
3865,0
45738,0
23724,1
49820,0
46672,0
110610,0
12109,1
16369,0
101953,0
100635,0
70043,0
124477,0
11568,0
5632,0
5116,0
3276,0
110713,0
12945,0
30116,0
40268,0
62797,0
144899,1
43394,0
104694,0
93369,0
78029,1
80205,0
74901,0
102917,0
106841,0
8871,0
90645,0
93932,0
19297,1
93073,0
58059,0
137490,0
46011,0
50200,0
124284,0
115018,0
144580,0
48134,0
93086,0
81487,0
60198,0
64100,1
49079,0
40408,0
80397,1
99332,0
84260,0
61157,0
69698,0
69295,1
114929,0
62163,0
109748,0
87622,1
16429,0
53674,0
120426,1
42040,0
78739,0
94877,0
41541,0
88430,1
50803,1
131402,0
141390,1
5889,1
55488,0
70391,0
85912,0
134566,0
133530,0
146342,0
19135,1
113705,0
123311,1
54157,0
92650,1
106187,0
57402,1
8995,1
2406,0
15831,0
85219,0
81769,0
143592,0
41822,0
124107,1
61057,1
128413,0
84070,1
16598,0
134907,1
46272,0
118940,0
5395,0
54965,1
107069,0
27838,1
70617,0
11111,0
79245,1
71612,0
124562,0
33127,0
30117,0
47239,0
146940,0
32331,0
99651,0
113882,0
70722,0
131830,0
69752,0
143288,1
42961,0
47348,0
86706,1
141415,0
3241,0
54191,0
143425,1
16183,0
27987,0
39998,1
142122,0
21727,0
77534,0
137122,0
28215,0
29228,0
66764,1
96030,1
20616,0
9796,0
143836,0
117154,0
76856,1
93954,0
61961,1
21903,0
29016,0
117465,0
22364,0
50869,0
15860,1
84192,0
135651,0
109957,0
122276,0
138823,0
80324,0
13271,0
3789,0
124788,0
121599,0
16766,0
67542,1
74266,0
75886,1
15386,0
51348,0
24907,0
74375,0
80860,1
128131,0
10832,1
139312,0
145215,0
119687,0
68004,1
105665,0
28002,0
4360,0
138819,0
148161,1
64971,0
114103,0
15300,0
30301,0
57160,0
55260,0
47329,1
15475,0
116047,1
148168,0
86582,0
70369,0
68829,1
57845,0
24622,1
99839,0
11391,0
115492,0
144710,0
136022,0
28736,0
99940,0
14316,0
10189,0
91509,1
20380,0
142367,0
40477,1
144146,0
24146,0
127901,0
96456,0
108859,0
83555,0
74685,1
83540,0
88053,0
67005,0
136393,0
70157,0
73224,0
21079,0
105618,0
15153,0
24995,0
59858,0
49818,0
63064,1
17114,1
109617,1
144116,0
39620,0
93559,0
133187,0
30989,1
66582,0
36455,0
148443,0
7430,0
79248,0
106555,0
12917,1
118446,0
25494,0
75555,1
106454,0
97220,0
87085,1
100347,0
148200,0
32959,1
132177,0
17529,0
104037,0
77400,0
145852,0
16883,0
130167,0
29728,1
77903,0
59379,0
135615,0
94335,1
97765,1
69397,1
89040,0
2942,1
147551,1
59179,0
136460,0
96904,0
73825,0
2764,0
112737,0
96901,0
78559,0
120717,0
71289,0
48171,0
61592,0
64934,1
52532,0
53300,0
45979,0
134618,0
46630,1
145860,0
122199,0
143531,0
62315,0
68897,1
92931,0
117576,0
18432,0
29841,0
42564,0
84641,0
127791,0
86579,0
113265,0
119983,0
96245,1
139189,0
16444,0
43555,0
1244,0
4611,1
74347,0
57718,1
13460,0
115476,0
107705,0
3281,0
54781,0
130400,0
33382,0
124431,0
99182,1
148032,0
47935,1
118214,0
84835,0
48945,0
103393,1
76692,0
80588,0
60428,0
66427,0
21696,1
18006,0
90211,1
125036,1
8642,1
62492,0
137445,0
68284,1
139774,0
93961,0
84057,0
29904,0
15935,0
68352,0
145738,1
121550,0
17903,0
145137,0
66934,0
147897,0
39678,0
87013,0
117294,0
56183,0
130259,0
94911,0
127773,0
20829,0
9698,1
53178,0
66143,0
48023,0
83109,0
124827,0
57241,1
9173,0
28355,1
12904,0
96271,1
41632,0
63728,0
96599,0
112271,0
87536,0
118051,0
116741,0
26321,0
133897,0
83427,1
2548,0
124129,1
122646,0
142331,1
68665,1
101098,0
145376,0
84521,1
54305,0
77489,0
128465,1
45444,1
3118,0
52629,0
97980,1
125713,1
96926,0
130408,1
85172,0
25532,0
52014,0
110173,0
81090,0
24760,0
46931,0
139253,0
46751,1
146404,0
132986,0
139802,0
63216,0
98171,0
116968,0
68637,0
54343,1
112755,1
16613,0
117930,1
145199,1
16164,1
69851,0
142891,0
62307,0
97964,0
77511,1
107599,0
13819,0
102781,0
69768,0
7395,0
91786,0
1559,0
35943,0
52000,1
50631,0
50491,0
59709,0
8556,0
1901,0
89002,0
38304,0
2796,0
5526,0
3200,1
17857,0
130435,0
46179,0
63945,0
60526,0
122595,0
55906,0
109241,1
134771,1
73152,0
19288,0
60957,0
114812,0
46386,1
113109,0
98805,0
116341,0
39738,0
43936,0
54507,0
129158,1
96752,1
55901,1
140409,0
124389,0
44993,0
145702,0
20330,0
104853,0
138566,1
94429,0
63181,0
13534,0
30214,0
109579,1
31970,1
32138,0
143932,0
77713,0
70466,0
5629,0
56654,0
39419,0
94255,0
66684,0
76517,0
88593,0
102181,0
75589,0
57552,1
116177,0
20832,1
104132,0
64403,0
133782,0
30347,0
92399,0
98397,0
14435,1
137746,1
86,1
27042,0
131901,0
84285,0
140200,0
121691,0
46614,0
143871,0
16116,1
55186,0
5086,0
76397,0
128866,1
19709,0
119099,1
12291,0
62257,0
138663,1
122931,0
33351,0
48339,0
90784,1
48204,0
54267,0
106802,0
19525,1
54621,1
102691,0
38827,0
51472,1
99226,0
23539,0
8209,0
126508,0
17268,0
128695,0
120451,0
114202,1
94066,0
59739,0
10571,0
11612,0
24301,0
122891,0
57585,1
90291,1
9364,0
68589,0
69005,1
23306,0
75681,0
12894,0
49587,0
107243,0
113392,0
38483,0
38691,1
68411,0
629,0
146164,0
118192,0
50645,1
63863,1
33652,0
17100,0
144676,0
114692,1
63113,1
7014,1
46835,0
130161,1
56972,0
97677,1
119800,0
126262,0
92100,0
106070,0
127491,1
18869,0
127427,0
60548,1
118016,0
140224,0
136563,0
119282,1
66633,0
17916,0
80926,0
20230,0
130976,0
112399,0
138739,1
84044,0
33720,0
97125,0
102712,0
148470,1
81598,0
113824,1
93584,0
30299,1
126282,0
28005,0
93251,0
81447,0
97064,0
4018,1
15917,1
21244,0
82475,0
55682,0
93141,0
47683,1
27421,1
75282,0
124400,0
87095,0
128449,0
120457,0
126757,1
142306,0
144625,0
16660,0
71782,0
27367,0
108468,0
37025,1
5600,1
7064,0
53451,1
10764,0
76842,0
85722,0
26722,0
27449,0
77164,0
147170,0
118951,1
94843,0
38246,1
136908,0
8014,0
84453,0
74749,0
12045,1
74947,0
141748,1
28200,0
66475,0
90109,0
79252,0
7512,0
68962,0
135124,0
126199,0
90349,0
85848,0
46364,0
119155,0
16967,0
7296,1
36333,0
122764,0
121673,1
24499,1
49931,0
27921,0
110174,0
30216,0
51811,0
51588,0
127290,0
110091,1
131696,0
67185,0
58213,0
7275,0
50421,0
57997,0
92342,1
23483,0
40208,0
38400,0
1153,0
51193,0
74902,0
18430,0
86962,1
108116,0
131280,1
85516,0
145830,0
145466,0
56598,0
106442,0
91471,0
147058,0
107993,0
87899,0
54455,0
144275,0
18002,0
97959,0
56562,0
136397,0
46700,0
102622,0
130653,0
112486,1
130639,0
2559,0
67026,0
114870,0
115028,0
114996,0
81622,0
115644,0
65021,1
83287,1
133542,0
59303,1
63244,0
117574,1
27483,0
50057,0
45350,1
133034,0
79009,0
67094,1
115068,0
49028,0
14656,1
100916,0
84725,0
125322,0
123263,0
17987,0
122420,0
64651,1
85964,0
121246,0
126866,1
96374,0
141880,0
137104,0
14912,1
45310,0
127360,1
51033,1
20892,0
117579,0
115291,0
92213,0
65421,0
106134,0
10884,0
117182,1
69243,0
64918,0
88157,1
34188,0
134610,0
15440,0
90546,1
22700,1
146346,0
106478,0
105414,0
141697,1
61665,0
9385,0
91257,1
40637,0
143605,0
99750,0
37301,1
66049,1
75742,0
11025,0
177,0
92367,0
135448,1
127418,0
59234,1
25359,0
13774,1
123172,1
24255,0
89054,0
51887,1
126751,0
108495,0
6947,0
98439,0
18153,0
128571,1
303,0
103342,0
57984,0
20136,0
100117,1
52158,0
51078,0
101917,0
18146,0
72642,0
50952,0
134628,0
4489,0
43545,0
20041,1
44453,0
121559,1
23335,0
113837,0
118441,0
115264,1
5367,1
102006,1
121680,0
28359,0
73582,0
17547,0
67839,0
48321,0
145834,0
13606,1
29495,0
41665,1
54692,0
89372,0
117906,0
14933,0
133745,0
99017,0
84929,0
55726,0
4765,0
17756,1
30918,0
97757,0
10496,1
47494,0
12951,0
16633,0
110,1
132315,0
147869,0
53367,0
11239,0
27751,0
124224,0
137607,1
131208,1
15539,1
48544,0
55399,1
142756,0
69888,0
78011,0
16454,0
31433,1
80186,0
44657,0
93072,1
28243,0
88747,0
78028,1
4074,0
76276,1
92649,0
6857,0
82704,0
132629,1
47013,0
103454,1
11489,0
132739,0
147959,1
70910,1
87329,0
136412,0
98938,0
146939,1
93680,0
117708,0
47577,0
31737,0
123428,0
42097,0
16298,0
61159,0
84822,0
138523,0
25759,0
94444,1
125034,0
13225,0
13420,0
36968,0
68701,0
73400,0
19634,0
115665,0
135970,0
1281,1
81975,1
95499,0
15351,0
29026,0
102218,0
128617,0
147130,0
18086,0
147815,0
17433,1
123260,1
5441,0
3918,0
111428,0
114744,0
11108,0
54442,0
52210,1
82934,1
98198,0
38065,0
90955,0
67341,0
108665,0
147127,1
144317,1
115289,0
74248,1
45185,0
95095,0
122060,1
87729,0
79076,0
57217,0
33970,0
76331,0
117858,0
44463,0
134905,0
103024,1
80575,0
23274,0
133280,0
36963,0
81467,0
116680,0
54010,1
82805,0
37123,0
736,0
58207,0
43738,0
100531,0
114388,1
99578,0
68712,0
115714,0
73768,1
79801,1
176,1
133190,0
32427,0
146273,0
38783,0
51705,0
136183,0
28181,0
32598,0
140999,0
4451,0
25768,0
52873,0
31598,0
112276,0
54990,1
40530,0
7813,1
101569,0
101802,0
4188,0
37539,0
135133,0
140403,0
55147,0
28250,0
89498,0
122724,0
122296,0
27783,0
3917,1
90551,0
103358,0
132612,0
5246,0
43563,1
100477,1
15933,0
15680,0
131165,1
3464,1
107642,0
92961,0
109094,0
108240,0
147439,0
91009,0
100174,0
20530,0
12035,1
119564,0
85237,0
142806,1
46267,0
57825,0
133244,1
55660,0
30580,0
99261,0
34052,1
127060,0
117063,1
95762,0
79202,0
131650,0
118196,0
116588,0
131813,0
24800,1
131026,0
133178,0
138635,1
139037,0
31980,0
87177,1
8989,0
146457,0
93994,0
10250,0
14021,1
135155,0
81951,0
19828,0
139299,0
42619,1
81540,0
42983,0
80032,0
53498,0
2889,0
51252,0
71915,0
31793,0
81520,0
135067,0
89495,0
871,1
39416,1
36296,0
109722,0
100726,0
3410,1
78457,0
90062,1
2253,1
118761,1
134996,1
17292,0
15878,0
48343,1
40646,0
113156,1
89904,0
117391,1
101665,1
113761,0
135343,0
120246,0
119264,0
118583,1
103293,0
51216,1
95146,0
98173,0
45563,0
50684,0
100935,1
59210,0
131512,0
107369,0
5188,0
121526,0
20076,0
56482,0
57227,0
12702,1
102353,1
102958,0
33248,0
109514,0
132994,0
30827,0
86952,0
82136,1
141457,0
84060,0
30860,0
125187,1
142563,0
68475,0
76987,0
23853,0
59775,0
72883,0
20392,0
102573,0
78685,0
115499,0
94242,0
127274,0
109010,1
28448,1
95864,1
41561,0
92729,1
8655,1
14660,0
125137,0
19311,0
18222,0
26162,0
54868,0
60642,0
135856,0
142938,0
13198,0
57248,0
12967,1
109104,0
53794,1
146443,1
34587,0
48012,0
133249,0
145030,0
115719,1
137054,0
60651,0
58854,1
36743,0
53565,0
1548,1
103879,0
145390,1
11765,0
55009,1
1884,0
130675,0
146138,0
130713,0
143723,1
66393,0
42014,0
52818,0
58751,0
42835,1
45418,0
795,0
58820,1
121173,0
6490,0
36350,1
57551,0
35897,0
136498,0
142769,0
139056,0
132411,0
50083,0
145531,0
45059,0
139826,0
117541,0
46911,0
79166,0
34872,0
74195,0
3431,0
127309,0
112870,0
129640,0
139797,0
132333,0
1609,0
37845,1
138055,0
57987,0
142461,1
8734,0
104862,0
89090,0
90317,0
34333,0
91650,0
140792,1
81398,1
121248,0
125757,0
138758,0
72647,0
80755,0
40029,0
58507,1
44906,0
43504,0
1431,0
105514,0
49425,0
78529,0
22249,0
139678,0
42459,1
44557,0
49006,0
115415,0
122252,0
114265,0
4250,0
3615,0
48356,0
57598,0
39307,0
89584,0
97841,0
143336,1
61557,0
126773,0
87415,1
31032,0
8990,0
13898,0
128454,1
72020,0
120882,0
78084,0
19199,0
5317,0
115357,0
40526,1
55189,1
50618,0
25590,0
119695,0
124049,0
58897,1
72581,0
114582,0
65327,0
28786,0
19099,0
91095,0
62574,0
47014,1
13129,0
53853,0
218,0
115890,0
67340,0
16414,0
61132,1
66230,0
42553,0
144251,0
98663,0
37304,0
11877,1
78883,0
67966,0
79842,1
133948,0
94868,0
26148,0
32771,0
8297,0
130981,0
49438,1
85474,0
73241,1
122227,1
31239,1
137384,0
98795,0
138828,1
104103,0
46793,1
3256,1
43605,1
77967,0
96206,0
23549,0
25972,0
118090,0
148643,0
107822,0
101805,0
68367,0
49184,0
126802,1
147760,0
22393,0
64109,0
84746,0
139593,0
82331,0
95901,0
145349,0
37351,0
90816,1
82271,0
47087,0
101487,0
50580,0
134203,0
140662,1
73927,0
10200,1
108944,0
28126,0
89998,0
66100,1
43829,0
42892,0
108619,1
3946,1
31892,0
48087,0
105318,1
138289,0
140762,0
63650,0
99105,0
14270,0
71508,0
25211,0
65505,0
88241,0
14156,0
53838,0
137069,0
4332,0
24598,0
62575,0
139891,0
46765,0
112136,0
132299,0
26477,0
17816,0
37313,1
2762,0
101062,0
73116,0
30161,1
141483,0
95252,0
52761,0
96181,0
143829,0
125261,0
133266,0
108084,0
98423,0
909,0
131142,0
1495,0
2316,0
60541,0
44981,1
7163,1
92535,1
66877,0
53264,0
120380,0
75818,0
3197,0
36801,1
128090,0
130810,0
89989,0
123639,0
104263,0
124640,0
67952,0
139460,1
86226,0
39965,1
91705,0
15572,0
62853,0
59187,1
102968,0
127549,0
109411,0
73521,1
147221,0
53487,0
107568,1
21471,1
144049,0
95411,0
144379,0
20853,0
5044,0
2103,0
77899,0
22119,0
93814,1
134418,0
82831,0
53226,0
103693,0
37968,0
102207,0
58578,0
136072,0
91564,0
104377,0
12326,0
72275,1
51779,0
120848,0
16535,1
13936,0
100105,0
36837,0
77298,0
110909,0
143524,1
146666,0
90826,0
124292,0
124447,0
22423,0
56720,0
21837,1
66102,0
111264,0
86767,1
114948,0
26858,0
137014,0
143284,0
50249,0
20989,0
82270,1
52284,1
105758,0
32468,1
52435,1
136702,1
67351,0
18654,0
143641,0
21333,0
123456,0
33294,0
101991,0
42654,0
138260,0
83749,0
140265,0
81627,1
65065,0
36242,0
141611,1
120973,0
31706,0
131834,0
109750,0
69532,0
52422,1
99720,0
18527,1
55661,0
32846,0
118318,1
132877,0
71864,0
38362,1
97195,0
135805,0
37887,0
100147,1
80265,1
3733,0
23794,0
135236,0
70531,0
136831,0
144402,1
62750,1
114927,0
111393,0
68166,0
20772,0
55745,0
116257,0
124913,0
68872,1
65840,0
137368,0
146398,1
123807,1
132670,1
17645,0
42641,0
13984,0
66270,1
68604,1
124573,0
57152,0
269,1
70962,0
91477,0
70744,0
104438,0
69608,1
136647,1
64554,0
109205,0
126904,0
26122,1
71046,0
10927,0
122961,0
126158,1
114004,0
41820,0
14001,1
112018,0
122183,1
77450,0
121459,0
143843,1
124530,0
129261,0
68063,0
147924,1
92633,0
47890,0
44237,0
98676,0
62480,0
13111,0
70440,1
80046,0
30167,1
101994,0
20382,1
11693,1
24254,0
30001,0
35606,0
1501,1
109353,1
70987,1
129018,0
127084,0
131508,0
1127,0
108880,0
55242,0
5127,0
10553,0
35348,0
70029,1
3247,0
90690,0
70991,0
94841,0
135029,0
54256,0
147931,0
32039,0
110985,1
60952,1
67027,0
363,0
111327,0
106483,0
69290,0
8592,0
25456,0
121948,0
54633,0
36080,0
15770,0
16308,0
93844,0
128796,0
117096,0
141618,0
94618,0
3913,0
36383,0
100530,1
102835,0
4234,0
147737,0
63607,0
97883,0
18127,0
86370,0
126638,0
99031,0
134916,0
69260,0
9795,1
99421,0
137491,1
88763,0
18087,1
35773,0
85460,1
23850,0
137433,0
65618,0
89157,0
16285,1
135657,0
9922,1
47127,1
99224,1
1778,1
92310,1
137858,0
94931,1
54240,0
89922,0
41939,1
135561,0
12816,0
98625,1
10667,0
92011,1
46519,0
90793,1
83238,0
113387,0
3315,0
126862,0
61421,0
126919,0
72628,1
100885,0
63654,0
47868,0
82758,0
107183,0
144337,0
50977,0
134868,0
134821,0
43488,0
20942,0
82275,1
23537,0
295,0
34763,0
98016,0
2146,0
114689,0
146710,0
72649,1
88563,0
47749,0
144017,1
144706,0
35349,1
116017,0
81999,0
96286,1
70997,1
142785,0
16201,0
35155,0
114733,0
53437,0
57089,0
15108,0
16684,0
4896,1
139863,1
2427,0
55070,1
60017,1
9334,0
103567,0
11837,0
66771,0
134305,0
4171,0
115765,0
130067,0
114499,1
114524,1
123123,0
88304,1
132672,1
147015,0
148583,0
3102,0
114577,1
139616,0
94703,1
82927,0
137806,1
133437,0
75031,0
718,0
40462,1
122168,1
25982,1
96560,0
116433,0
22927,0
143357,0
121155,0
110239,1
133921,0
34073,0
103028,0
116406,1
76633,0
37674,0
107931,1
16244,1
29294,0
83549,1
35382,0
98816,1
52776,0
62071,0
78030,0
66316,0
19626,1
24727,0
61564,0
32575,0
117896,0
143343,1
104771,0
111635,1
81954,0
19229,1
16512,1
96086,0
2480,0
83792,1
129055,0
143417,0
131673,0
97348,0
105174,0
8507,0
88576,0
69464,0
135730,0
2864,0
104510,1
51873,0
93104,0
127102,0
39118,0
37971,0
119284,0
91566,1
37032,0
47543,0
117616,1
18093,1
64018,0
24027,0
70133,0
25618,1
95061,0
8603,0
60388,0
111923,0
87178,0
69296,1
32902,0
87955,0
86781,0
140152,1
120148,0
64001,1
99035,0
142643,0
75230,0
11727,0
66655,0
79684,0
108237,1
62308,0
139629,0
56207,0
99756,0
77965,0
48037,1
56281,0
14910,1
136150,1
126793,1
92918,0
86825,1
146330,0
190,1
131456,0
49516,0
91330,0
20251,1
22542,0
120259,0
91938,0
32740,0
51198,0
32908,0
45931,0
106472,1
132958,0
59910,0
25407,0
22391,0
18366,1
75118,1
115466,0
13543,0
146944,1
87258,1
35355,0
69372,0
34787,0
65373,1
91973,0
36653,0
34038,0
44821,1
120189,0
145920,0
95828,0
30215,0
78306,0
126505,1
2347,0
125434,0
52265,0
29459,0
95956,1
38896,1
121928,1
121033,0
125117,0
70768,0
112146,0
130080,0
110830,1
6578,1
73193,0
32069,1
81522,0
15746,0
726,1
59579,0
53614,0
77059,0
145387,0
18051,0
80783,0
67459,0
139212,0
75661,0
129182,0
43008,0
23050,1
15133,0
120121,1
137294,0
128077,0
34796,0
112113,0
13546,0
96531,0
118454,1
21093,0
100528,0
106132,0
8152,0
5667,0
113140,0
52223,1
5280,1
144263,0
66371,0
89644,0
112860,0
72720,1
7477,1
94277,0
77424,0
77386,1
18040,0
140557,1
113902,0
118396,0
46300,0
84016,0
88296,0
147911,0
37998,1
55069,1
65243,0
111079,0
76352,0
128763,1
103144,0
40194,0
16083,0
34993,0
83721,0
63143,0
126318,0
59452,0
58907,1
117348,0
99605,0
36861,0
8352,0
25442,0
24980,1
1049,1
76536,0
9402,0
84459,0
37723,1
19539,0
71902,0
31834,1
16736,1
12340,0
27549,0
95189,1
64640,1
132579,0
77061,0
66211,0
27354,1
131309,0
97360,0
125146,0
85386,1
3094,1
122241,0
108408,0
38555,0
35935,0
60638,1
42628,1
42321,0
84243,0
53957,1
114315,1
45406,0
112694,0
64043,0
108174,0
145350,1
72937,1
24762,0
53043,1
74648,0
13472,0
52798,1
113893,1
44841,1
80040,0
132776,0
101192,0
123596,0
2506,0
390,0
47322,1
80659,0
126932,1
28472,0
38045,1
28680,0
4146,0
33528,0
118957,0
128493,0
20584,1
93838,0
23873,0
27306,1
62766,0
102279,0
94764,0
135410,0
10537,0
113828,0
56115,0
96084,1
120062,0
124943,0
21001,0
98688,1
75402,0
64325,0
1979,0
86699,0
